rank,issue_id,repo_name,title,created_at
759,7882,huggingface/datasets,Inconsistent loading of LFS-hosted files in epfml/FineWeb-HQ dataset,2025-11-26T14:06:02+00:00
760,63215,pandas-dev/pandas,API: provide (advanced) utility to update (swap) the underlying array of a Series in-place,2025-11-26T22:23:28+00:00
761,63221,pandas-dev/pandas,BUG: PyArrow string: list indexing and negative indices fail after str.split(),2025-11-27T19:51:01+00:00
762,63225,pandas-dev/pandas,"BUG: Trying to add an object with __iter__ but no __len__ using .loc[row, col] fails",2025-11-28T02:27:00+00:00
763,63250,pandas-dev/pandas,BUG: Inconsistency between `Series[bool].__truediv__(list[bool])` and `Series[bool].truediv(list[bool])`,2025-12-02T09:56:23+00:00
764,7894,huggingface/datasets,embed_table_storage crashes (SIGKILL) on sharded datasets with Sequence() nested types,2025-12-03T04:20:06+00:00
765,63270,pandas-dev/pandas,ENH: Add `unit` argument to `to_datetime` and `to_timedelta` to avoid value-dependent parsing,2025-12-05T02:34:04+00:00
766,63271,pandas-dev/pandas,"BUG: Unexpected behaviour in .loc method when looking for ""None"" values",2025-12-05T09:31:31+00:00
767,63275,pandas-dev/pandas,API: default to microseconds for Timestamp/Timedelta creation from numeric input,2025-12-05T15:18:24+00:00
768,63277,pandas-dev/pandas,ENH: Support `pd.col` in `.loc` for Series,2025-12-05T18:09:48+00:00
769,63288,pandas-dev/pandas,BUG: Adding pyarrow column to missing column changes to NaN in DataFrame addition,2025-12-06T21:22:25+00:00
770,30828,matplotlib/matplotlib,[MNT]: Collect style properties in a dedicated object,2025-12-09T11:12:59+00:00
771,7900,huggingface/datasets,`Permission denied` when sharing cache between users,2025-12-09T16:41:47+00:00
772,63315,pandas-dev/pandas,BUG: OSError 22 (Invalid argument) in tzconversion tests on Windows/Python 3.11,2025-12-09T20:04:46+00:00
773,63317,pandas-dev/pandas,BUG: `DataFrame.apply(axis='columns')` loses pyarrow-backed dtypes / does not preserve dtype_backend,2025-12-09T22:46:44+00:00
774,30833,matplotlib/matplotlib,Tests in Distribution Files,2025-12-10T17:39:35+00:00
775,63328,pandas-dev/pandas,BUG: inconsistency with missing values comparison,2025-12-11T08:05:28+00:00
776,7901,huggingface/datasets,ShuffledDataSourcesArrowExamplesIterable cannot properly resume from checkpoint,2025-12-12T06:57:32+00:00
777,7902,huggingface/datasets,The child process retrieves the dataset directly from the main process instead of executing `memory_mapped_arrow_table_from_file`.,2025-12-12T12:37:44+00:00
778,30851,matplotlib/matplotlib,[Bug]: Random timeout failures in CI,2025-12-13T09:31:53+00:00
779,7904,huggingface/datasets,"Request: Review pending neuroimaging PRs (#7886 BIDS loader, #7887 lazy loading)",2025-12-14T20:34:31+00:00
780,63371,pandas-dev/pandas,BUG: (pandas 3.0rc0) `str.cat` is not retaining `index` dtype,2025-12-15T19:45:25+00:00
781,63374,pandas-dev/pandas,ENH: Vectorization (e.g. SIMD) in pandas' Hashtable Operations for Performance Improvement,2025-12-16T03:58:47+00:00
782,8390,networkx/networkx,ENH: Add support for callables to capacity attributes in flow algorithms,2025-12-16T23:36:40+00:00
783,63393,pandas-dev/pandas,REGR: registered accessors are no longer cached per DataFrame,2025-12-17T09:45:47+00:00
784,30877,matplotlib/matplotlib,[DOC] [BLD] Building / developing matplotlib with uv & pixi,2025-12-18T04:59:10+00:00
785,63417,pandas-dev/pandas,PERF/API: arithmetic result.index.dtype with mismatched-dtype equal-values indexes,2025-12-18T23:33:33+00:00
786,30883,matplotlib/matplotlib,[MNT]: More efficient CI usage,2025-12-19T10:42:20+00:00
787,63433,pandas-dev/pandas,BUG: DataFrame.astype leave the dataframe extremely fragmented (one block per column),2025-12-19T16:11:59+00:00
788,7909,huggingface/datasets,Support cast_kwargs in cast_columns,2025-12-20T10:02:07+00:00
789,30890,matplotlib/matplotlib,[ENH]: Built-in support for multi-color and multi-style text.,2025-12-22T04:10:33+00:00
790,63465,pandas-dev/pandas,ENH: display.timedelta_format similar to display.float_format,2025-12-22T22:07:48+00:00
791,63472,pandas-dev/pandas,BUG: specifying unit in to_datetime when parsing strings causes different error behaviour,2025-12-23T14:22:14+00:00
792,7914,huggingface/datasets,[ROCm] please install 'torchcodec',2025-12-24T19:39:17+00:00
793,30898,matplotlib/matplotlib,[Bug]: Blitting + draw_event behaves inconsistently between QtAgg and TkAgg backends #29928,2025-12-25T13:13:24+00:00
794,7915,huggingface/datasets,GDPval dataset Word docs corrupted,2025-12-25T13:56:55+00:00
795,7917,huggingface/datasets,IterableDataset supports automatic sharding,2025-12-27T16:48:29+00:00
796,30911,matplotlib/matplotlib,[MNT]: move Windows tests to GitHub Actions?,2025-12-30T12:47:46+00:00
797,63511,pandas-dev/pandas,ENH: first-class UUID support,2025-12-30T13:36:13+00:00
798,63526,pandas-dev/pandas,BUG: `.loc` slicing fails on PyArrow-backed date index,2025-12-31T21:44:11+00:00
799,63527,pandas-dev/pandas,BUG: PyArrow-backed datetime index missing numpy-like attributes,2025-12-31T22:50:48+00:00
800,7927,huggingface/datasets,Using Stateful Dataloader with Split Dataset By Node and DCP for DDP,2026-01-01T22:27:07+00:00
801,7928,huggingface/datasets,`load_dataset` `revision` param not respected when fetching from cache,2026-01-02T08:20:47+00:00
802,63559,pandas-dev/pandas,DEPR: Series.round and Series.clip on non-numeric and non-object dtypes,2026-01-03T12:50:21+00:00
803,30933,matplotlib/matplotlib,[MNT]: Lazy imports in python 3.15+,2026-01-04T17:30:30+00:00
804,63572,pandas-dev/pandas,"BUG: pd.read_json fails with ""Value is too big!"" on large integers, while json.load + DataFrame works",2026-01-05T02:48:47+00:00
805,63574,pandas-dev/pandas,BUG: pd.read_sql returns fewer rows than manual cursor execution for the same query and connection,2026-01-05T09:54:48+00:00
806,63592,pandas-dev/pandas,DOC: Improve flow of '10 minutes to pandas' by adding an intro to the Merge section,2026-01-06T16:16:19+00:00
807,63608,pandas-dev/pandas,DOC: document BaseMaskedDtype.from_numpy_dtype,2026-01-08T11:04:31+00:00
808,7934,huggingface/datasets,xPath cannot handle hdfs:///xxxx properly,2026-01-08T12:14:11+00:00
809,30944,matplotlib/matplotlib,[ENH]: `Line2D.contains()` to return additional details,2026-01-08T18:35:24+00:00
810,8456,networkx/networkx,ENH: Add support for hiding edges for callable capacity or weight parameter,2026-01-09T03:10:31+00:00
811,63633,pandas-dev/pandas,CI: Consider usage of scipy_doctest,2026-01-10T16:50:37+00:00
812,30953,matplotlib/matplotlib,[ENH]: Plot overlay,2026-01-12T10:27:06+00:00
813,8471,networkx/networkx,Desired semantics: chordal graphs with self-loops,2026-01-13T00:54:07+00:00
814,7939,huggingface/datasets,datasets.load_from_disk progress bar optional manual control,2026-01-13T03:19:13+00:00
815,30961,matplotlib/matplotlib,[Doc]: Setting up development environment guide doesn't work for Ubuntu 24.04 LTS,2026-01-14T03:23:57+00:00
816,63683,pandas-dev/pandas,String dtype: differences in regex operations because of engine (Python vs RE2),2026-01-14T15:10:26+00:00
817,63684,pandas-dev/pandas,ENH: `read_excel` function fill merged_area content with left top cell content,2026-01-14T15:26:03+00:00
818,7946,huggingface/datasets,Question: Is there a faster way to push_to_hub for large image datasets?,2026-01-15T13:54:37+00:00
819,63712,pandas-dev/pandas,"ENH: Add high-level ""themes"" or ""presets"" to Styler API",2026-01-16T18:50:55+00:00
820,7947,huggingface/datasets,MMLU get_dataset_config_names provides different lists of subsets in online and offline modes,2026-01-16T19:20:08+00:00
821,30987,matplotlib/matplotlib,[Bug]: Inconsistent behavior of ax.minorticks_on and ax.grid,2026-01-17T21:55:00+00:00
822,63732,pandas-dev/pandas,"BUG: Inconsistent NaN detection based on Series dtype, to_numeric dtype_backend, None vs np.nan, strings in orig list",2026-01-18T08:12:37+00:00
823,63757,pandas-dev/pandas,BUG: inconsistent date string conversion leads to large downstream performance degradation.  ,2026-01-19T16:20:16+00:00
824,63769,pandas-dev/pandas,BUG: rolling on time-based index wrongly,2026-01-20T02:53:26+00:00
825,63791,pandas-dev/pandas,BUG: inferred_freq is infers the wrong freq 2BQS-OCT instead of 2BQS-JAN,2026-01-21T10:35:01+00:00
826,7956,huggingface/datasets,Is the 10k files / folder limit a hard limit for a dataset repo?,2026-01-21T16:37:38+00:00
827,31008,matplotlib/matplotlib,Discussion: Use of masked arrays internally,2026-01-21T19:20:06+00:00
828,63803,pandas-dev/pandas,TST: remove PANDAS_FUTURE_INFER_STRING=0 test workflow,2026-01-22T00:08:30+00:00
829,63830,pandas-dev/pandas,BUG: read_excel with pyarrow backend does not infer correct data type with mixed values inside column,2026-01-23T09:05:26+00:00
830,63833,pandas-dev/pandas,RLS: 3.0.x releases,2026-01-23T18:25:27+00:00
831,63842,pandas-dev/pandas,"BUG: `DataFrame[StringDtype].where(DataFrame[bool], list[str])` returns object type instead of StringDtype.",2026-01-24T01:10:02+00:00
832,31027,matplotlib/matplotlib,[MNT]: Handling of tools defaults,2026-01-24T08:38:50+00:00
833,63855,pandas-dev/pandas,BUG: ExponentialMovingWindow.agg/aggregate fails when passing a callable,2026-01-24T22:32:50+00:00
834,63901,pandas-dev/pandas,BUG: string regex operation with unicode escape sequence failing,2026-01-27T15:53:34+00:00
835,7970,huggingface/datasets,"cast_column(..., Audio) fails with load_dataset(""csv"",)",2026-01-29T09:33:35+00:00
836,63938,pandas-dev/pandas,BUG: Odd behavior of `Index.searchsorted`,2026-01-29T17:02:17+00:00
837,31049,matplotlib/matplotlib,TST: Any loaded backend may break CallbackRegistry exception tests,2026-01-30T00:15:51+00:00
838,31055,matplotlib/matplotlib,[MNT]: Revisit architecture and handling of Artist properties,2026-02-02T09:01:44+00:00
839,64005,pandas-dev/pandas,"ENH: Determination of result ""flavor"" when based on multiple input flavors",2026-02-03T12:10:33+00:00
840,7984,huggingface/datasets,Data,2026-02-03T14:01:48+00:00
841,7986,huggingface/datasets,`Dataset.map()` causes cache miss/fingerprint change when closure captures self containing non-deterministic state.,2026-02-03T19:16:49+00:00
842,64012,pandas-dev/pandas,BUG: to_datetime does not recast units when passing a DatetimeIndex,2026-02-03T22:23:07+00:00
843,7990,huggingface/datasets,Dataset.map crashes when first examples return None and later examples return dict — writer not initialized,2026-02-04T10:43:20+00:00
844,31083,matplotlib/matplotlib,[MNT]: Feed all Qt tests to a single subprocess,2026-02-05T06:13:21+00:00
845,31097,matplotlib/matplotlib,[MNT]: Add get_shared_z_axes() and get_shared_view_axes(),2026-02-06T06:30:36+00:00
846,31104,matplotlib/matplotlib,[ENH]: OpenType fonts for mathematical formulas,2026-02-06T08:56:38+00:00
847,31105,matplotlib/matplotlib,[MNT]: Color normalization in GraphicsContextBase,2026-02-06T11:12:47+00:00
848,64054,pandas-dev/pandas,ENH: add ability to style index names in to_excel,2026-02-06T12:21:02+00:00
849,31114,matplotlib/matplotlib,"[Bug]: TkAgg leaves behind ""zombie"" window in IPython sessions with MacOS Tahoe",2026-02-07T17:03:13+00:00
850,31118,matplotlib/matplotlib,"[MNT]: Analyse, define and document Artist.axes",2026-02-08T08:37:40+00:00
851,64074,pandas-dev/pandas,ENH: Nearest_in_time fill for time series data,2026-02-08T09:06:28+00:00
852,31120,matplotlib/matplotlib,[MNT]: verbose toggle for CI,2026-02-08T22:52:27+00:00
853,7999,huggingface/datasets,Too many dataloader workers: 4 (max is dataset.num_shards=3). Stopping 1 dataloader workers.,2026-02-09T09:26:37+00:00
854,64107,pandas-dev/pandas,API/BUG: support for operations with custom objects / object dtype,2026-02-10T16:36:57+00:00
855,31147,matplotlib/matplotlib,[Bug]: Initial save ignores text in a figure with constrained layout,2026-02-13T06:20:25+00:00
856,8002,huggingface/datasets,"The `Sequence` class in features do not have ""dtype""",2026-02-13T12:45:19+00:00
857,8005,huggingface/datasets,"Multi-channel audio is automatically cast to mono, num_channels is ignored",2026-02-14T17:28:03+00:00
858,64150,pandas-dev/pandas,"BUG: DataFrame.unstack(0, sort=False) creates fake column names",2026-02-14T18:01:14+00:00
859,64152,pandas-dev/pandas,QST: Understanding list-like functions in transform and apply command in pandas,2026-02-14T18:35:59+00:00
860,8007,huggingface/datasets,Add option for loading audio with video,2026-02-16T09:11:02+00:00
861,64173,pandas-dev/pandas,API: Period subtraction,2026-02-16T21:44:54+00:00
862,64174,pandas-dev/pandas,"DEPR: Period ""freq"" -> ""unit""",2026-02-16T22:07:19+00:00
863,64196,pandas-dev/pandas,BUG: For `infer_dtype` `skipna` is ignored for Period / Interval,2026-02-17T15:32:58+00:00
864,64198,pandas-dev/pandas,BUG:  `read_excel` with `usecols` still mangles column names when duplicates exist elsewhere in spreadsheet,2026-02-17T16:41:52+00:00
865,31173,matplotlib/matplotlib,Make downloading pre-built PDF docs easier,2026-02-18T19:03:47+00:00
866,31175,matplotlib/matplotlib,[ENH]: mutation_aspect for Round BoxStyle type,2026-02-18T21:36:50+00:00
867,31177,matplotlib/matplotlib,[BUG]: Screen scaling is not properly considered with Tk on X11,2026-02-19T10:53:19+00:00
868,64238,pandas-dev/pandas,"BUG: convert_dtype with dtype_backend=""numpy_nullable"" return an object with pyarrow storage",2026-02-19T15:20:53+00:00
869,64239,pandas-dev/pandas,BUG: convert_dtypes does not correctly set the storage in the dtype repr,2026-02-19T15:26:10+00:00
870,64252,pandas-dev/pandas,BUG: inconsitant parsing of dates with us to ns resolution,2026-02-20T11:03:03+00:00
871,64253,pandas-dev/pandas,BUG: The order of items in `pd.concat` matters for the resulting `.index.freq`.,2026-02-20T11:45:45+00:00
872,64255,pandas-dev/pandas,ENH: `series.argsort(stable=True)` currently does nothing,2026-02-20T18:01:56+00:00
873,64266,pandas-dev/pandas,ENH: Methods to potentially change for future.python_scalars,2026-02-21T18:48:13+00:00
874,8015,huggingface/datasets,Iterating a streaming dataset correctly in random order,2026-02-22T11:34:06+00:00
875,64280,pandas-dev/pandas,BUG: pandas.array accepts multidimensional arguments,2026-02-23T01:54:05+00:00
876,31195,matplotlib/matplotlib,[ENH]: Design considerations for discrete colormapping,2026-02-24T17:02:41+00:00
877,64297,pandas-dev/pandas,`IntervalDtype.__from_arrow__` raises a TypeError when subtype is a nullable ExtensionDtype,2026-02-24T17:53:13+00:00
878,64298,pandas-dev/pandas,BUG: pandas discarding index when loading from parquet,2026-02-24T18:23:26+00:00
879,64300,pandas-dev/pandas,ENH: Plotting support for ExtensionArrays,2026-02-24T19:06:52+00:00
880,31199,matplotlib/matplotlib,[Doc]: better document discrete colormapping,2026-02-25T12:27:09+00:00
881,64308,pandas-dev/pandas,ENH: add Expression for index,2026-02-25T15:36:35+00:00
882,31206,matplotlib/matplotlib,[ENH] Support for multicolour fonts,2026-02-27T09:36:05+00:00
883,31207,matplotlib/matplotlib,[ENH] Support for CBDT/CBLC-encoded colour glyphs,2026-02-27T09:41:48+00:00
884,31208,matplotlib/matplotlib,[ENH] Support for SBIX-encoded colour glyphs,2026-02-27T10:11:22+00:00
885,31209,matplotlib/matplotlib,[ENH] Support for COLRv0-encoded colour glyphs,2026-02-27T10:20:20+00:00
886,31210,matplotlib/matplotlib,[ENH] Support for COLRv1-encoded colour glyphs,2026-02-27T10:26:14+00:00
887,31211,matplotlib/matplotlib,[ENH] Support for SVG-encoded colour glyphs,2026-02-27T10:30:15+00:00
888,64337,pandas-dev/pandas,BUG: Dataframe.to_sql() overrides registered date and time converters in SQLite,2026-02-27T12:20:59+00:00
889,8029,huggingface/datasets,`cache_dir` option in `download_config` in `load_dataset` is not respected,2026-02-27T16:05:30+00:00
890,31213,matplotlib/matplotlib,[MNT]: 3D z axis margin is handled differently than x and z,2026-02-27T23:20:56+00:00
891,64345,pandas-dev/pandas,DISC: pd.option_context thread-safety,2026-02-28T03:12:45+00:00
892,8034,huggingface/datasets,[BUG] load_datasets() cannot use the generated Arrow cache correctly,2026-02-28T08:11:23+00:00
893,31227,matplotlib/matplotlib,[ENH]: Allow contour levels to be decreasing,2026-03-02T20:50:02+00:00
894,31232,matplotlib/matplotlib,[Bug]: Resetting aspect to auto does not work for axes with twinx,2026-03-04T11:05:10+00:00
895,64391,pandas-dev/pandas,BUG: `eval` not working with string containment,2026-03-04T13:30:13+00:00
896,31233,matplotlib/matplotlib,[Bug]: Adjusting the facecolors of Poly3DCollection accidentally shuffles the color order,2026-03-04T13:30:21+00:00
897,31239,matplotlib/matplotlib,[MNT]: hexbin upper-case `C` as keyword-argument,2026-03-05T08:51:04+00:00
898,64429,pandas-dev/pandas,PERF: Avoid intermediate `ndarray[object]` array when constructing a pyarrow-backed string data from untyped data,2026-03-06T17:53:26+00:00
899,64454,pandas-dev/pandas,Add ARM64 (AArch64) benchmark coverage (ASV runner) to monitor perf regressions and gaps (incl. Kunpeng),2026-03-07T16:24:36+00:00
900,31257,matplotlib/matplotlib,[Bug]: Update of markers' fillstyle removes rotation transform,2026-03-09T08:21:20+00:00
901,64528,pandas-dev/pandas,ENH: Check type of objects in assert_series_equal,2026-03-11T11:35:37+00:00
902,31289,matplotlib/matplotlib,[Bug]: QtAgg backend does not preserve linestyles refined by dash tuples after editing parameters,2026-03-12T08:17:42+00:00
903,64560,pandas-dev/pandas,API: how to treat numpy string dtype (and aliases) as dtype argument in constructors?,2026-03-12T15:41:45+00:00
904,64578,pandas-dev/pandas,BUG: constructing string ArrowExtensionArray with NaNs fails,2026-03-13T07:56:35+00:00
905,8065,huggingface/datasets,ARM audio support broken,2026-03-13T22:06:36+00:00
906,64588,pandas-dev/pandas,ENH: pd.interpolate() add skip interpolation when gap exceeds limit.,2026-03-14T00:32:10+00:00
907,31312,matplotlib/matplotlib,[ENH]: Use deterministic solver instead of constrained_layout?,2026-03-16T04:08:42+00:00
908,64663,pandas-dev/pandas,BUG: to_typst creates empty cells for hidden items,2026-03-17T19:21:17+00:00
909,8575,networkx/networkx,Review the threshold graph tools in NetworkX,2026-03-18T12:28:33+00:00
910,31328,matplotlib/matplotlib,[ENH]: Support third-party layout engine string names,2026-03-18T20:20:04+00:00
911,31335,matplotlib/matplotlib,[Bug]: Changing the color of a contour plot messes up the contour lines and fill colors,2026-03-19T08:59:27+00:00
912,64703,pandas-dev/pandas,Hosting of the pandas website and documentation,2026-03-19T10:39:08+00:00
913,64733,pandas-dev/pandas,ENH: Make NaN repr for `Index` match `Series/DataFrame`,2026-03-20T00:27:07+00:00
914,31339,matplotlib/matplotlib,[ENH]: add `loc` parameter to the `fig.suptitle()`,2026-03-20T12:19:42+00:00
915,8577,networkx/networkx,Some thoughts after using Panther/Panther++,2026-03-21T13:57:34+00:00
916,31346,matplotlib/matplotlib,[Sec]: Disable auto-loading custom matplotlibrc files,2026-03-21T17:26:35+00:00
917,64824,pandas-dev/pandas,BUG: inconsistent behaviour of min_rows and max_rows in dataframe to_string in pd 3.0.1,2026-03-24T11:18:29+00:00
918,31378,matplotlib/matplotlib,DOC: Systemic fix for missing thumbnails in user_interfaces gallery examples,2026-03-25T07:15:39+00:00
919,64847,pandas-dev/pandas,CI: Migrate Conda/Mamba usage in CI with Pixi,2026-03-25T23:25:03+00:00
920,64872,pandas-dev/pandas,BUG: `str.replace` inconsistency between `pyarrow` and `python` types,2026-03-26T02:00:45+00:00
921,31396,matplotlib/matplotlib,[MNT]: Consider consolidating the Formatter API,2026-03-26T17:11:46+00:00
922,64885,pandas-dev/pandas,CI: Increased instability in Github Actions,2026-03-26T20:28:52+00:00
923,64889,pandas-dev/pandas,BUG: `Index(ArrowExtensionArray(...))` cannot be `get_indexer`ed,2026-03-27T12:06:13+00:00
924,64915,pandas-dev/pandas,ENH: Recursive Struct Explode,2026-03-29T20:14:10+00:00
925,31424,matplotlib/matplotlib,[Bug]: Umbrella issue: matplotlib C/C++ Extension Analysis Report,2026-03-29T22:43:33+00:00
926,64969,pandas-dev/pandas,BUG: dtype check fails for `object` due to being `NumpyEADtype` in `frame.to_series`,2026-03-31T18:59:03+00:00
927,64979,pandas-dev/pandas,Consider hardening XMLParser configuration in read_xml (XXE risk with untrusted input),2026-04-01T13:22:57+00:00
928,64980,pandas-dev/pandas,BUG: unintended side-effect of colorbar in plot(),2026-04-01T13:34:29+00:00
929,65034,pandas-dev/pandas,BUG: `dtype_backend='pyarrow'` doesn't work for all types,2026-04-02T21:03:12+00:00
930,65050,pandas-dev/pandas,DOC: Clarify rolling window behavior with negative offset strings and froward rolling windows,2026-04-03T10:24:35+00:00
931,31467,matplotlib/matplotlib,[ENH]: add a thinner minor grid to 3D plots,2026-04-07T20:01:15+00:00
932,8125,huggingface/datasets,Feature request: being able to disable chmod for flat permission filesystems,2026-04-08T08:17:14+00:00
933,31474,matplotlib/matplotlib,[Doc]: Improve documentation of animations in jupyter notebooks,2026-04-08T09:05:17+00:00
934,31493,matplotlib/matplotlib,[Bug]: contour/contourf silently produces nonsense levels when Z is constant (zmin == zmax),2026-04-13T07:18:06+00:00
935,31496,matplotlib/matplotlib,[Doc]: Define: User Guide > Plotting data,2026-04-13T16:26:46+00:00
936,65237,pandas-dev/pandas,"BUG: read_csv() into FloatingArrays converts np.nan into pd.NA, even with distinguish_nan_and_na=True",2026-04-14T22:29:44+00:00
937,31506,matplotlib/matplotlib,[Doc]: fontweight options not documented correctly,2026-04-16T11:04:41+00:00
938,65308,pandas-dev/pandas,BUG: pyarrow engine timestamp conversion fails when doing pd.read_csv,2026-04-20T08:00:08+00:00
939,31537,matplotlib/matplotlib,[Bug]: Erroneous text wrapping when text vertical position is 1.0,2026-04-20T16:16:49+00:00
940,65324,pandas-dev/pandas,"MultiIndex: inconsistent 'mixed depth' squeezing behavior across axes, NA types, and operations",2026-04-21T23:46:38+00:00
941,65326,pandas-dev/pandas,API/BUG: .loc tuple ambiguity with MultiIndex when nlevels == ndim,2026-04-21T23:57:48+00:00
942,65345,pandas-dev/pandas,"BUG: interpolate(method=""linear"", limit_direction=""forward"") leaves NAs unchanged for pyarrow dtype",2026-04-23T12:34:36+00:00
943,8149,huggingface/datasets,[Optimization] Prevent per-thread instantiation of Cloud Storage FileSystem during Data loading initialization,2026-04-23T13:09:19+00:00
944,31559,matplotlib/matplotlib,[ENH]: Add label vertical alignment to rcparams,2026-04-23T21:56:49+00:00
945,65381,pandas-dev/pandas,PERF: Replace dateutil-based parser fallback with a regex-based parser in tslibs.parsing,2026-04-27T17:29:35+00:00
946,8159,huggingface/datasets,"tests/conftest.py, tests/_test_patching.py, tests/fixtures/fsspec.py and other files are missing from the PYPI distribution",2026-04-28T20:01:05+00:00
947,31586,matplotlib/matplotlib,[MNT]: Replace the use of FancyArrowPatch in streamplot by a simpler marker container,2026-04-29T13:39:52+00:00
948,65419,pandas-dev/pandas,BUG: Index.get_indexer matches pd.NA against NaN for list input but not ndarray input,2026-04-29T20:38:08+00:00
949,8165,huggingface/datasets,IterableDataset: corrupted EXIF image silently terminates streaming iterator instead of skipping the sample,2026-04-30T02:20:54+00:00
950,31597,matplotlib/matplotlib,[Doc]: incorporate artist architecture content from matplotlib papers,2026-05-01T15:05:32+00:00
951,31607,matplotlib/matplotlib,[ENH]: Mixed shading in pcolor/pcolormesh,2026-05-02T13:26:37+00:00
952,65452,pandas-dev/pandas,API: tracker for single-element listlike RHS inconsistency in setitem,2026-05-03T15:51:56+00:00
953,8178,huggingface/datasets,The full dataset viewer is not available (click to read why). Only showing a preview of the rows. Job manager crashed while running this job (missing heartbeats). Error code:   JobManagerCrashedError,2026-05-07T08:33:48+00:00
954,65524,pandas-dev/pandas,BUG: read_excel with index_col and parse_dates=True fails to create a DatetimeIndex when used with the pyarrow backend,2026-05-08T10:41:30+00:00
955,31655,matplotlib/matplotlib,[ENH]: Optional axes-aware text wrapping for wrap=True,2026-05-11T04:17:29+00:00
956,65608,pandas-dev/pandas,BUG: Timedeltas less than 1 second truncate to 0,2026-05-12T00:12:53+00:00
957,8197,huggingface/datasets,Feature Request / Discussion: Skip origin_metadata fetch when streaming=True?,2026-05-15T07:43:57+00:00
958,65649,pandas-dev/pandas,BUG: assert_index_equal does not raised on extra unused levels,2026-05-15T11:04:58+00:00
959,8201,huggingface/datasets,Encountered an error when loading data in WebDataset format using `load_datasets` during multi-matchines training.,2026-05-15T19:21:24+00:00
960,8204,huggingface/datasets,Please enable Private Vulnerability Reporting,2026-05-16T13:28:01+00:00
961,31715,matplotlib/matplotlib,[Bug]: Backend falls back to Agg even though TkAgg will work,2026-05-20T03:30:45+00:00
962,31730,matplotlib/matplotlib,[Bug]: Figure.add_artist() fails to re-render an image previously added via Figure.figimage() after .remove(),2026-05-22T12:50:56+00:00
963,65712,pandas-dev/pandas,API: how to handle time zone (DST) transitions in the distant future?,2026-05-22T16:33:03+00:00
964,65734,pandas-dev/pandas,"DOC: Add ""Try it in your browser!"" interactive button to documentation",2026-05-25T17:12:16+00:00
965,31748,matplotlib/matplotlib,[Bug]: Re-adding annotation texts to the axes causes them to be obscured,2026-05-26T04:03:11+00:00
966,65735,pandas-dev/pandas,BUG: Incoherent dynamic dtype changes in `.map()`,2026-05-26T13:37:47+00:00
967,65740,pandas-dev/pandas,"BUG: pd.resample() is returning wrong result since pandas 2.2, padding with NaN and changing types",2026-05-27T12:09:38+00:00
968,31770,matplotlib/matplotlib,[MNT]: macOS backend lacks standard keyboard shortcuts,2026-05-28T19:01:14+00:00
969,31791,matplotlib/matplotlib,[MNT]: Remove backend state handling from rcParams,2026-05-31T08:52:42+00:00
970,31793,matplotlib/matplotlib,[MNT]: Inline ContourLabeler into ContourSet,2026-05-31T10:06:56+00:00
971,65765,pandas-dev/pandas,BUG: pivot_table with multiple values and margins=True return result of margins not correct,2026-05-31T12:45:17+00:00
972,31802,matplotlib/matplotlib,[Bug]: LaTeX X-Tick Labels are Vertically Misaligned When DPI is Set,2026-06-02T16:53:36+00:00
973,65805,pandas-dev/pandas,"BUG:  DataFrame.add(fill_value=...) promotes nullable integer dtypes to Float64, inconsistent with Series",2026-06-03T17:01:53+00:00
974,31809,matplotlib/matplotlib,[Bug]: figure.canvas.manager is set to None in between sequences of matplotlib calls,2026-06-03T17:57:33+00:00
975,31813,matplotlib/matplotlib,[MNT]: macOS backend uses un-prefixed class names,2026-06-03T18:53:33+00:00
976,8242,huggingface/datasets,"""eval_strategy"": ""no"" perform evaluation",2026-06-05T18:08:17+00:00
977,8246,huggingface/datasets,RecursionError when loading GLB file with deeply nested JSON in Mesh feature,2026-06-07T07:10:22+00:00
978,8247,huggingface/datasets,VORTEXRAG benchmarked on 6 HuggingFace datasets — new open-source RAG framework,2026-06-07T11:14:50+00:00
979,31858,matplotlib/matplotlib,[Bug]: Event loop behavior differs across backends,2026-06-09T02:18:06+00:00
980,8253,huggingface/datasets,Feature request: Add a streaming_shard operator for early sample-level sharding when file-level sharding is insufficient,2026-06-09T03:14:46+00:00
981,8256,huggingface/datasets,Dataset Viewer fails on TSFile datasets,2026-06-10T03:15:32+00:00
982,31869,matplotlib/matplotlib,[Doc]: coords_demo is not rendered correctly when downloaded as a Jupyter notebook,2026-06-10T11:53:33+00:00
983,31875,matplotlib/matplotlib,[MNT]: macOS backend likely double-draws renderer output,2026-06-12T03:26:11+00:00
984,8261,huggingface/datasets,Feature Proposal: Add FunASR Chinese/Multilingual ASR Benchmark Datasets,2026-06-12T10:23:14+00:00
985,31883,matplotlib/matplotlib,[ENH]: Start Animation in a paused state,2026-06-12T20:00:41+00:00
986,8269,huggingface/datasets,MetadataConfigs drops parquet shards when exported config rows are non-consecutive,2026-06-14T04:07:09+00:00
987,31895,matplotlib/matplotlib,[ENH]: macOS backend should match system app icons,2026-06-14T19:20:08+00:00
988,31899,matplotlib/matplotlib,[Bug]: macOS backend reports wrong button for button_release_event,2026-06-15T03:48:23+00:00
989,31901,matplotlib/matplotlib,[Bug]: pip install matplotlib flagged as Security Threat,2026-06-15T06:48:23+00:00
990,65891,pandas-dev/pandas,DOC: Page not found error for versions 1.4 and below,2026-06-16T12:39:05+00:00
